case_id,opened_date,closed_date,category,region,status,cycle_time_days,is_exception
OPS-102048,2024-11-07,2024-11-08,Billing Inquiry,West,Closed,1.94,False
OPS-101528,2024-11-07,2024-11-11,Service Request,Southwest,Closed,4.52,False
OPS-100260,2024-11-07,2024-11-07,Data Correction,Southwest,Closed,0.86,False
OPS-102008,2024-11-08,2024-11-13,Eligibility Check,Northeast,Closed,5.41,False
OPS-101003,2024-11-08,2024-11-08,Service Request,Southeast,Closed,0.87,False
OPS-100194,2024-11-08,2024-11-08,Service Request,Northeast,Closed,0.87,False
OPS-101914,2024-11-08,2024-11-14,Dispute Resolution,Southeast,Closed,6.86,False
OPS-100848,2024-11-08,2024-11-15,Renewal Processing,West,Closed,7.8,False
OPS-100090,2024-11-08,2024-11-15,Renewal Processing,West,Closed,7.12,False
OPS-102173,2024-11-08,2024-11-08,Billing Inquiry,West,Closed,0.61,False
OPS-100551,2024-11-08,2024-11-23,Dispute Resolution,Northeast,Closed,14.99,True
OPS-101989,2024-11-08,2024-11-17,Eligibility Check,Midwest,Closed,9.07,False
OPS-100984,2024-11-08,2024-11-08,Account Setup,Midwest,Closed,0.17,False
OPS-100761,2024-11-08,2024-11-11,Renewal Processing,Southeast,Closed,3.15,False
OPS-100522,2024-11-09,2024-11-23,Documentation Review,West,Closed,14.0,False
OPS-100028,2024-11-09,2024-11-11,Account Setup,Southwest,Closed,2.4,False
OPS-101783,2024-11-09,2024-11-10,Billing Inquiry,Midwest,Closed,1.48,False
OPS-101110,2024-11-09,2024-11-09,Renewal Processing,West,Closed,0.11,False
OPS-101153,2024-11-09,2024-11-13,Billing Inquiry,Midwest,Closed,4.21,False
OPS-101518,2024-11-09,2024-11-12,Renewal Processing,Northeast,Closed,3.37,False
OPS-101963,2024-11-09,2024-11-18,Documentation Review,Southwest,Closed,9.84,False
OPS-101842,2024-11-09,2024-11-10,Account Setup,Southwest,Closed,1.65,False
OPS-101442,2024-11-09,2024-11-09,Data Correction,Midwest,Closed,0.45,False
OPS-100267,2024-11-09,2024-11-14,Service Request,Midwest,Closed,5.13,False
OPS-100702,2024-11-10,2024-11-14,Account Setup,Southeast,Closed,4.84,False
OPS-101395,2024-11-10,2024-11-12,Renewal Processing,Southwest,Closed,2.05,False
OPS-101903,2024-11-10,2024-11-13,Billing Inquiry,Southwest,Closed,3.63,False
OPS-100441,2024-11-10,2024-11-22,Dispute Resolution,Southeast,Closed,12.7,False
OPS-100374,2024-11-11,2024-11-13,Eligibility Check,Midwest,Closed,2.87,False
OPS-101329,2024-11-11,2024-11-14,Eligibility Check,West,Closed,3.83,False
OPS-101433,2024-11-11,2024-12-04,Documentation Review,Southwest,Closed,23.07,False
OPS-100926,2024-11-11,,Eligibility Check,West,Open,,False
OPS-100088,2024-11-11,2024-11-13,Billing Inquiry,Midwest,Closed,2.01,False
OPS-100953,2024-11-11,,Account Setup,Southeast,Open,,False
OPS-100265,2024-11-12,2024-12-12,Dispute Resolution,Southwest,Closed,30.93,False
OPS-102109,2024-11-12,2024-11-13,Service Request,West,Closed,1.18,False
OPS-100888,2024-11-12,2024-11-12,Eligibility Check,Southeast,Closed,0.21,False
OPS-101359,2024-11-12,2024-11-14,Eligibility Check,Southwest,Closed,2.03,False
OPS-100777,2024-11-12,2024-11-14,Service Request,Northeast,Closed,2.0,False
OPS-100174,2024-11-12,2024-11-16,Documentation Review,Northeast,Closed,4.0,False
OPS-100967,2024-11-12,2024-11-13,Billing Inquiry,Southeast,Closed,1.43,False
OPS-100924,2024-11-12,2024-11-12,Billing Inquiry,Southeast,Closed,0.28,True
OPS-101660,2024-11-12,2024-11-17,Eligibility Check,West,Closed,5.8,True
OPS-100537,2024-11-12,2024-11-13,Eligibility Check,West,Closed,1.76,False
OPS-100797,2024-11-12,2024-11-12,Billing Inquiry,West,Closed,0.41,False
OPS-101780,2024-11-13,2024-11-13,Account Setup,Southwest,Closed,0.88,False
OPS-100538,2024-11-13,2024-11-16,Service Request,Southwest,Closed,3.27,False
OPS-101844,2024-11-13,2024-11-18,Eligibility Check,West,Closed,5.56,False
OPS-101761,2024-11-13,2024-11-14,Account Setup,West,Closed,1.65,False
OPS-101099,2024-11-13,2024-11-14,Account Setup,Southwest,Closed,1.91,False
OPS-101469,2024-11-13,2024-11-14,Service Request,West,Closed,1.42,False
OPS-100083,2024-11-13,,Service Request,Southeast,Open,,False
OPS-101163,2024-11-13,2024-11-13,Service Request,Southeast,Closed,0.73,False
OPS-101589,2024-11-13,2024-11-18,Service Request,West,Closed,5.74,False
OPS-102185,2024-11-13,,Renewal Processing,Southeast,Open,,False
OPS-101297,2024-11-13,2024-11-23,Dispute Resolution,Northeast,Closed,10.89,False
OPS-100453,2024-11-14,2024-12-07,Dispute Resolution,West,Closed,23.32,False
OPS-100807,2024-11-14,2024-11-15,Account Setup,Midwest,Closed,1.84,False
OPS-100130,2024-11-14,2024-11-19,Service Request,West,Closed,4.96,False
OPS-100271,2024-11-14,2024-11-15,Data Correction,Northeast,Closed,1.16,False
OPS-101266,2024-11-14,2024-11-14,Service Request,Southwest,Closed,0.5,False
OPS-101224,2024-11-14,2024-11-15,Account Setup,Northeast,Closed,1.54,False
OPS-100351,2024-11-14,2024-11-15,Eligibility Check,Northeast,Closed,1.18,False
OPS-100515,2024-11-14,2024-11-15,Billing Inquiry,Northeast,Closed,1.49,False
OPS-101525,2024-11-15,2024-11-26,Dispute Resolution,Northeast,Closed,11.56,False
OPS-100114,2024-11-15,2024-11-20,Documentation Review,Southwest,Closed,5.02,False
OPS-101123,2024-11-15,2024-11-17,Data Correction,Northeast,Closed,2.78,False
OPS-100850,2024-11-15,2024-11-15,Data Correction,Southeast,Closed,0.7,True
OPS-101597,2024-11-15,2024-11-26,Dispute Resolution,Southwest,Closed,11.13,True
OPS-101974,2024-11-15,2024-11-18,Dispute Resolution,Northeast,Closed,3.69,False
OPS-100586,2024-11-15,2024-11-17,Service Request,Southwest,Closed,2.87,False
OPS-101543,2024-11-15,2024-11-21,Eligibility Check,Southwest,Closed,6.83,False
OPS-101911,2024-11-15,2024-11-17,Data Correction,West,Closed,2.26,True
OPS-102112,2024-11-15,2024-11-17,Billing Inquiry,Northeast,Closed,2.44,False
OPS-101943,2024-11-15,2024-11-22,Documentation Review,West,Closed,7.2,False
OPS-101184,2024-11-15,2024-11-17,Billing Inquiry,Southeast,Closed,2.02,False
OPS-101015,2024-11-15,2024-11-25,Dispute Resolution,Northeast,Closed,9.95,False
OPS-101238,2024-11-15,,Account Setup,West,Open,,True
OPS-101183,2024-11-15,2024-11-20,Eligibility Check,West,Closed,5.27,True
OPS-101895,2024-11-15,2024-11-17,Billing Inquiry,Southwest,Closed,2.14,False
OPS-100942,2024-11-16,2024-11-16,Renewal Processing,Midwest,Closed,0.94,False
OPS-100195,2024-11-16,2024-12-04,Renewal Processing,Midwest,Closed,18.23,False
OPS-100552,2024-11-16,2024-11-17,Data Correction,Northeast,Closed,1.02,True
OPS-101833,2024-11-16,2024-11-18,Eligibility Check,Northeast,Closed,2.02,False
OPS-100281,2024-11-17,2024-11-19,Billing Inquiry,Northeast,Closed,2.43,False
OPS-102083,2024-11-17,2024-11-20,Account Setup,West,Closed,3.85,False
OPS-101644,2024-11-18,2024-12-18,Renewal Processing,West,Closed,30.69,True
OPS-100715,2024-11-18,2024-11-19,Account Setup,West,Closed,1.44,False
OPS-100455,2024-11-18,2024-11-21,Renewal Processing,Southeast,Closed,3.5,True
OPS-102077,2024-11-18,2024-11-18,Data Correction,West,Closed,0.61,False
OPS-100898,2024-11-18,2024-11-21,Billing Inquiry,Southwest,Closed,3.84,False
OPS-101462,2024-11-18,2024-11-20,Data Correction,West,Closed,2.49,False
OPS-101887,2024-11-19,2024-11-20,Service Request,Midwest,Closed,0.98,False
OPS-100979,2024-11-19,2024-12-01,Eligibility Check,West,Closed,12.42,False
OPS-100035,2024-11-19,2024-11-21,Data Correction,Northeast,Closed,2.2,False
OPS-100588,2024-11-19,2024-12-08,Renewal Processing,Midwest,Closed,19.82,False
OPS-101368,2024-11-19,2024-11-21,Data Correction,West,Closed,2.54,False
OPS-101404,2024-11-19,2024-11-28,Renewal Processing,Southwest,Closed,9.16,False
OPS-101471,2024-11-19,2024-11-22,Service Request,Midwest,Closed,3.81,False
OPS-101627,2024-11-19,2024-11-21,Billing Inquiry,West,Closed,2.37,False
OPS-101336,2024-11-19,2024-11-21,Billing Inquiry,Southeast,Closed,2.74,False
OPS-100766,2024-11-19,2024-11-21,Billing Inquiry,Southeast,Closed,2.04,False
OPS-100662,2024-11-19,2024-11-23,Billing Inquiry,Midwest,Closed,4.56,False
OPS-101696,2024-11-19,2024-11-20,Billing Inquiry,Midwest,Closed,1.8,False
OPS-101590,2024-11-20,2024-11-24,Billing Inquiry,Northeast,Closed,4.48,False
OPS-102123,2024-11-20,2024-11-22,Account Setup,Northeast,Closed,2.59,False
OPS-101596,2024-11-20,2024-11-21,Service Request,Southwest,Closed,1.93,False
OPS-101195,2024-11-20,2024-11-28,Renewal Processing,Midwest,Closed,8.29,False
OPS-100443,2024-11-20,2024-11-21,Data Correction,West,Closed,1.17,False
OPS-101276,2024-11-20,2024-11-21,Data Correction,Midwest,Closed,1.78,False
OPS-101628,2024-11-20,2024-11-22,Renewal Processing,Southeast,Closed,2.9,False
OPS-101232,2024-11-20,2024-11-23,Renewal Processing,West,Closed,2.96,False
OPS-100025,2024-11-20,2024-11-21,Billing Inquiry,Southwest,Closed,1.66,True
OPS-101444,2024-11-20,2024-11-23,Account Setup,Northeast,Closed,3.08,False
OPS-101109,2024-11-20,2024-11-21,Account Setup,Southeast,Closed,1.23,False
OPS-100198,2024-11-21,2024-11-22,Account Setup,Northeast,Closed,1.76,False
OPS-102081,2024-11-21,2024-11-23,Documentation Review,Northeast,Closed,2.48,False
OPS-100050,2024-11-21,2024-11-23,Eligibility Check,Southeast,Closed,2.83,False
OPS-101519,2024-11-21,2024-11-22,Eligibility Check,Southeast,Closed,1.88,False
OPS-100884,2024-11-21,2024-11-25,Dispute Resolution,Southwest,Closed,3.97,True
OPS-100851,2024-11-21,2024-11-23,Account Setup,Midwest,Closed,2.28,False
OPS-100212,2024-11-21,2024-11-30,Documentation Review,Southwest,Closed,9.25,False
OPS-101046,2024-11-21,2024-11-22,Documentation Review,Midwest,Closed,1.58,False
OPS-100418,2024-11-21,2024-11-25,Data Correction,Northeast,Closed,4.2,False
OPS-101511,2024-11-21,2024-11-27,Dispute Resolution,Northeast,Closed,6.69,False
OPS-100869,2024-11-22,2024-11-23,Eligibility Check,Southeast,Closed,1.45,False
OPS-101751,2024-11-22,2024-11-24,Renewal Processing,Southwest,Closed,2.47,False
OPS-101867,2024-11-22,2024-11-24,Service Request,Northeast,Closed,2.84,False
OPS-101915,2024-11-22,2024-11-23,Billing Inquiry,Midwest,Closed,1.6,False
OPS-101057,2024-11-22,2024-11-26,Billing Inquiry,Southwest,Closed,4.52,False
OPS-100681,2024-11-22,2024-11-25,Account Setup,Southeast,Closed,3.6,False
OPS-101449,2024-11-22,2024-11-25,Data Correction,Midwest,Closed,3.01,False
OPS-100897,2024-11-22,2024-11-23,Documentation Review,Northeast,Closed,1.3,False
OPS-100331,2024-11-22,2024-11-23,Service Request,Southwest,Closed,1.66,False
OPS-100111,2024-11-22,2024-11-24,Account Setup,Southeast,Closed,2.34,False
OPS-101643,2024-11-22,2024-11-24,Service Request,Midwest,Closed,2.23,False
OPS-102130,2024-11-22,2024-11-24,Account Setup,Southeast,Closed,2.51,False
OPS-100435,2024-11-22,2024-11-28,Documentation Review,Midwest,Closed,6.89,False
OPS-101946,2024-11-22,2024-11-23,Account Setup,Midwest,Closed,1.22,False
OPS-101434,2024-11-23,2024-11-27,Service Request,West,Closed,4.87,False
OPS-101247,2024-11-23,2024-11-27,Dispute Resolution,Southwest,Closed,4.2,False
OPS-100935,2024-11-24,2024-11-27,Dispute Resolution,Southeast,Closed,3.25,False
OPS-101179,2024-11-24,2024-12-01,Renewal Processing,Northeast,Closed,7.08,False
OPS-100969,2024-11-24,2024-11-26,Service Request,West,Closed,2.28,False
OPS-101236,2024-11-24,2024-11-28,Billing Inquiry,Midwest,Closed,4.49,False
OPS-100736,2024-11-24,2024-11-25,Billing Inquiry,Southwest,Closed,1.92,False
OPS-101620,2024-11-24,2024-12-27,Dispute Resolution,West,Closed,33.77,False
OPS-101762,2024-11-25,2024-11-30,Service Request,Southeast,Closed,5.79,False
OPS-100854,2024-11-25,2024-11-27,Service Request,West,Closed,2.88,False
OPS-101663,2024-11-25,2024-11-30,Documentation Review,West,Closed,5.53,False
OPS-100535,2024-11-25,2024-11-26,Eligibility Check,Southeast,Closed,1.9,False
OPS-100993,2024-11-25,2024-11-27,Service Request,Southeast,Closed,2.2,False
OPS-101221,2024-11-25,2024-11-27,Documentation Review,Southeast,Closed,2.56,False
OPS-102093,2024-11-26,2024-12-02,Service Request,West,Closed,6.53,False
OPS-101230,2024-11-26,2024-11-29,Service Request,Northeast,Closed,3.01,False
OPS-101234,2024-11-26,2024-11-29,Account Setup,Southwest,Closed,3.87,False
OPS-101979,2024-11-26,2024-11-28,Data Correction,West,Closed,2.18,True
OPS-100070,2024-11-26,2024-11-28,Service Request,Northeast,Closed,2.48,False
OPS-101508,2024-11-26,2024-11-26,Documentation Review,Northeast,Closed,0.82,False
OPS-101737,2024-11-26,2024-11-29,Service Request,West,Closed,2.99,False
OPS-101366,2024-11-26,,Data Correction,Southeast,Open,,False
OPS-101792,2024-11-26,2024-11-27,Account Setup,Southeast,Closed,1.07,False
OPS-101834,2024-11-26,2024-11-28,Account Setup,Northeast,Closed,2.29,False
OPS-100790,2024-11-26,2024-12-14,Dispute Resolution,Southeast,Closed,18.56,False
OPS-101615,2024-11-26,2024-11-27,Documentation Review,West,Closed,1.39,False
OPS-101300,2024-11-26,2024-11-30,Documentation Review,West,Closed,4.06,False
OPS-101096,2024-11-27,2024-11-30,Dispute Resolution,West,Closed,3.53,False
OPS-101196,2024-11-27,2024-11-27,Account Setup,West,Closed,0.5,False
OPS-101975,2024-11-27,2024-12-04,Eligibility Check,Northeast,Closed,7.64,False
OPS-101721,2024-11-27,2024-11-29,Data Correction,Southwest,Closed,1.96,False
OPS-100481,2024-11-27,2024-11-29,Data Correction,Southeast,Closed,2.59,False
OPS-101178,2024-11-27,2024-11-28,Eligibility Check,Southeast,Closed,1.42,False
OPS-101436,2024-11-27,2024-11-28,Data Correction,West,Closed,1.52,False
OPS-101856,2024-11-28,2024-11-30,Billing Inquiry,Southwest,Closed,2.84,False
OPS-101456,2024-11-28,2024-11-29,Account Setup,Southwest,Closed,1.75,False
OPS-101940,2024-11-28,2024-12-02,Documentation Review,Midwest,Closed,4.91,True
OPS-100487,2024-11-28,2024-11-29,Service Request,Northeast,Closed,1.15,False
OPS-101810,2024-11-28,2024-12-02,Billing Inquiry,Southeast,Closed,4.1,False
OPS-101924,2024-11-28,2024-12-04,Renewal Processing,West,Closed,6.94,False
OPS-101575,2024-11-28,2024-11-30,Eligibility Check,Midwest,Closed,2.61,False
OPS-101656,2024-11-28,2024-11-29,Data Correction,Southeast,Closed,1.08,False
OPS-101667,2024-11-29,2024-12-03,Billing Inquiry,Midwest,Closed,4.38,False
OPS-101890,2024-11-29,2024-11-29,Account Setup,Southeast,Closed,0.4,False
OPS-101467,2024-11-29,2024-12-02,Account Setup,Midwest,Closed,3.1,False
OPS-100038,2024-11-29,2024-12-05,Documentation Review,Southwest,Closed,6.06,False
OPS-100162,2024-11-29,2024-11-29,Eligibility Check,West,Closed,0.16,False
OPS-100015,2024-11-29,2024-12-01,Account Setup,Southeast,Closed,2.04,False
OPS-100205,2024-11-29,2024-11-29,Billing Inquiry,Southwest,Closed,0.46,False
OPS-101850,2024-11-29,2024-12-01,Renewal Processing,Midwest,Closed,1.96,False
OPS-100755,2024-11-29,2024-12-02,Billing Inquiry,Northeast,Closed,3.63,False
OPS-101741,2024-11-29,2024-11-29,Billing Inquiry,West,Closed,0.37,False
OPS-101483,2024-11-29,2024-12-03,Eligibility Check,Midwest,Closed,4.54,False
OPS-100312,2024-11-30,2024-11-30,Account Setup,West,Closed,0.89,False
OPS-100827,2024-11-30,2024-12-01,Data Correction,West,Closed,1.48,False
OPS-100242,2024-12-01,2024-12-03,Billing Inquiry,Midwest,Closed,2.53,False
OPS-100073,2024-12-01,2024-12-01,Data Correction,West,Closed,0.18,False
OPS-100555,2024-12-01,2024-12-08,Dispute Resolution,Northeast,Closed,7.04,False
OPS-101685,2024-12-02,2024-12-06,Account Setup,Southeast,Closed,4.93,False
OPS-101604,2024-12-02,2024-12-03,Account Setup,West,Closed,1.38,False
OPS-100653,2024-12-02,2024-12-04,Billing Inquiry,West,Closed,2.23,False
OPS-101813,2024-12-02,2024-12-02,Account Setup,West,Closed,0.27,False
OPS-100643,2024-12-02,2024-12-03,Billing Inquiry,Midwest,Closed,1.36,False
OPS-100254,2024-12-02,2024-12-09,Service Request,West,Closed,7.24,False
OPS-101554,2024-12-02,2024-12-04,Eligibility Check,Southwest,Closed,2.3,False
OPS-100282,2024-12-02,2024-12-07,Account Setup,Northeast,Closed,5.54,False
OPS-101440,2024-12-02,2024-12-28,Billing Inquiry,Southwest,Closed,26.78,False
OPS-100692,2024-12-02,2024-12-05,Service Request,Midwest,Closed,3.35,False
OPS-100770,2024-12-03,2024-12-05,Eligibility Check,West,Closed,2.04,False
OPS-101541,2024-12-03,2024-12-05,Billing Inquiry,Southwest,Closed,2.83,False
OPS-102119,2024-12-03,2024-12-11,Documentation Review,Northeast,Closed,8.53,False
OPS-101546,2024-12-03,2024-12-04,Billing Inquiry,West,Closed,1.41,False
OPS-100752,2024-12-03,2024-12-05,Account Setup,Midwest,Closed,2.42,False
OPS-101090,2024-12-03,2024-12-12,Documentation Review,Midwest,Closed,9.35,False
OPS-102099,2024-12-03,2024-12-05,Service Request,Midwest,Closed,2.39,False
OPS-101983,2024-12-03,2024-12-04,Eligibility Check,Southeast,Closed,1.73,False
OPS-100415,2024-12-03,2024-12-05,Eligibility Check,Southeast,Closed,2.08,False
OPS-100191,2024-12-03,2024-12-04,Dispute Resolution,Southeast,Closed,1.42,False
OPS-100700,2024-12-03,2024-12-04,Documentation Review,West,Closed,1.88,False
OPS-100426,2024-12-03,2024-12-04,Service Request,Southwest,Closed,1.8,False
OPS-100561,2024-12-04,2024-12-10,Renewal Processing,West,Closed,6.27,False
OPS-101080,2024-12-04,2024-12-05,Service Request,Southeast,Closed,1.37,False
OPS-101638,2024-12-04,2024-12-10,Dispute Resolution,Northeast,Closed,6.36,False
OPS-100945,2024-12-04,2024-12-06,Service Request,Southwest,Closed,2.75,False
OPS-101784,2024-12-04,2024-12-08,Documentation Review,Midwest,Closed,4.29,False
OPS-101740,2024-12-04,2024-12-04,Account Setup,Midwest,Closed,0.91,False
OPS-100726,2024-12-04,2024-12-06,Service Request,West,Closed,2.79,False
OPS-100952,2024-12-04,2024-12-16,Documentation Review,Southwest,Closed,12.16,False
OPS-101938,2024-12-04,2024-12-05,Service Request,Northeast,Closed,1.92,False
OPS-100892,2024-12-04,2024-12-06,Data Correction,Midwest,Closed,1.95,False
OPS-100951,2024-12-05,2024-12-07,Service Request,Midwest,Closed,2.52,False
OPS-100283,2024-12-05,2024-12-06,Billing Inquiry,Northeast,Closed,1.94,False
OPS-101692,2024-12-05,2024-12-16,Eligibility Check,Northeast,Closed,11.04,False
OPS-101049,2024-12-05,2024-12-07,Eligibility Check,Midwest,Closed,2.46,False
OPS-102023,2024-12-05,2024-12-06,Account Setup,Southwest,Closed,1.03,False
OPS-100253,2024-12-05,2024-12-12,Dispute Resolution,Southwest,Closed,7.46,False
OPS-101858,2024-12-05,2024-12-09,Documentation Review,Northeast,Closed,4.03,False
OPS-101652,2024-12-06,2024-12-11,Documentation Review,West,Closed,5.65,False
OPS-100347,2024-12-06,2024-12-11,Billing Inquiry,Southeast,Closed,5.01,False
OPS-100829,2024-12-06,2024-12-07,Documentation Review,Midwest,Closed,1.61,False
OPS-101610,2024-12-06,2024-12-07,Service Request,Southwest,Closed,1.22,False
OPS-100780,2024-12-06,2024-12-10,Service Request,Midwest,Closed,4.11,False
OPS-100970,2024-12-06,2024-12-14,Renewal Processing,Northeast,Closed,8.56,False
OPS-100925,2024-12-06,2024-12-11,Billing Inquiry,Southeast,Closed,5.03,False
OPS-100908,2024-12-06,2024-12-11,Billing Inquiry,West,Closed,5.74,False
OPS-100172,2024-12-07,2024-12-12,Billing Inquiry,Southeast,Closed,5.54,False
OPS-101062,2024-12-07,2024-12-09,Account Setup,West,Closed,2.44,False
OPS-102171,2024-12-08,2024-12-12,Account Setup,West,Closed,4.48,False
OPS-102178,2024-12-08,2024-12-08,Data Correction,Southwest,Closed,0.27,False
OPS-101733,2024-12-08,2024-12-13,Account Setup,Southeast,Closed,5.27,False
OPS-101093,2024-12-08,2024-12-17,Eligibility Check,Midwest,Closed,9.38,False
OPS-101172,2024-12-08,2024-12-08,Data Correction,Southwest,Closed,0.93,False
OPS-101303,2024-12-08,2024-12-09,Service Request,Midwest,Closed,1.1,False
OPS-101986,2024-12-08,2024-12-12,Account Setup,Northeast,Closed,4.91,False
OPS-102198,2024-12-09,2024-12-10,Account Setup,Midwest,Closed,1.42,False
OPS-100750,2024-12-09,2024-12-10,Account Setup,Southwest,Closed,1.73,False
OPS-100901,2024-12-09,2024-12-10,Billing Inquiry,Southeast,Closed,1.8,False
OPS-102068,2024-12-09,2024-12-16,Dispute Resolution,Southeast,Closed,7.47,True
OPS-101208,2024-12-09,2024-12-16,Eligibility Check,West,Closed,7.7,False
OPS-101782,2024-12-09,2024-12-13,Service Request,Southwest,Closed,4.25,False
OPS-100102,2024-12-10,2024-12-14,Eligibility Check,Midwest,Closed,4.34,True
OPS-101859,2024-12-10,2024-12-11,Data Correction,Southeast,Closed,1.28,False
OPS-102188,2024-12-10,2024-12-20,Dispute Resolution,Midwest,Closed,10.13,False
OPS-101650,2024-12-10,2024-12-14,Documentation Review,Southwest,Closed,4.78,False
OPS-100189,2024-12-10,2024-12-14,Account Setup,Southeast,Closed,4.04,False
OPS-102161,2024-12-10,2024-12-12,Eligibility Check,Northeast,Closed,2.15,False
OPS-101607,2024-12-10,2024-12-13,Service Request,Midwest,Closed,3.37,False
OPS-102061,2024-12-10,2024-12-12,Data Correction,Southeast,Closed,2.49,False
OPS-101245,2024-12-10,2024-12-12,Billing Inquiry,West,Closed,2.73,False
OPS-101599,2024-12-10,2024-12-12,Billing Inquiry,Midwest,Closed,2.05,False
OPS-102085,2024-12-10,2024-12-12,Account Setup,West,Closed,2.07,False
OPS-100940,2024-12-10,2024-12-11,Billing Inquiry,Southeast,Closed,1.67,False
OPS-102116,2024-12-10,2024-12-14,Renewal Processing,Midwest,Closed,4.45,False
OPS-100145,2024-12-11,2024-12-11,Account Setup,Southwest,Closed,0.62,False
OPS-101328,2024-12-11,2024-12-16,Data Correction,Southeast,Closed,5.27,False
OPS-101876,2024-12-11,2024-12-14,Service Request,Southeast,Closed,3.77,False
OPS-100308,2024-12-11,2024-12-12,Eligibility Check,Southeast,Closed,1.6,False
OPS-101583,2024-12-11,2024-12-12,Billing Inquiry,Southwest,Closed,1.37,False
OPS-102165,2024-12-11,2024-12-12,Account Setup,Southeast,Closed,1.87,False
OPS-101515,2024-12-12,2024-12-13,Data Correction,Midwest,Closed,1.01,False
OPS-101214,2024-12-12,2024-12-15,Billing Inquiry,Southwest,Closed,3.48,False
OPS-100371,2024-12-12,2024-12-18,Eligibility Check,Southwest,Closed,6.28,False
OPS-100444,2024-12-12,2024-12-13,Billing Inquiry,Southwest,Closed,1.94,False
OPS-100107,2024-12-12,2024-12-19,Documentation Review,Southwest,Closed,6.98,False
OPS-101549,2024-12-12,2024-12-16,Billing Inquiry,Northeast,Closed,4.49,False
OPS-100819,2024-12-12,2024-12-14,Billing Inquiry,Midwest,Closed,2.53,False
OPS-101118,2024-12-12,2024-12-14,Account Setup,Southwest,Closed,2.24,False
OPS-101529,2024-12-12,2024-12-13,Dispute Resolution,Southwest,Closed,1.02,False
OPS-101651,2024-12-12,2024-12-13,Billing Inquiry,Midwest,Closed,1.45,False
OPS-102120,2024-12-12,2024-12-14,Data Correction,Southwest,Closed,2.65,True
OPS-101052,2024-12-13,2024-12-16,Billing Inquiry,West,Closed,3.79,False
OPS-102157,2024-12-13,2024-12-18,Billing Inquiry,Midwest,Closed,4.97,False
OPS-101605,2024-12-13,2024-12-13,Account Setup,Northeast,Closed,0.89,False
OPS-100595,2024-12-13,2024-12-17,Service Request,Midwest,Closed,4.55,False
OPS-100474,2024-12-13,2024-12-18,Service Request,Northeast,Closed,5.82,False
OPS-100660,2024-12-13,2024-12-18,Documentation Review,Northeast,Closed,5.8,False
OPS-101897,2024-12-13,2024-12-16,Service Request,Southwest,Closed,3.45,False
OPS-100896,2024-12-13,2025-01-16,Account Setup,Midwest,Closed,34.07,False
OPS-102072,2024-12-14,2024-12-17,Data Correction,Midwest,Closed,3.88,False
OPS-102122,2024-12-14,2024-12-18,Service Request,Southwest,Closed,4.57,False
OPS-102016,2024-12-14,2024-12-15,Service Request,Southwest,Closed,1.56,False
OPS-100999,2024-12-15,2024-12-20,Renewal Processing,Southwest,Closed,5.62,False
OPS-100075,2024-12-15,2024-12-18,Account Setup,Southeast,Closed,3.55,False
OPS-100156,2024-12-15,2024-12-24,Eligibility Check,Southwest,Closed,9.46,False
OPS-100513,2024-12-15,2024-12-18,Account Setup,West,Closed,3.14,False
OPS-100704,2024-12-16,2025-01-01,Documentation Review,Northeast,Closed,16.23,False
OPS-101405,2024-12-16,2024-12-19,Account Setup,Northeast,Closed,3.11,False
OPS-100690,2024-12-16,2024-12-18,Account Setup,Southeast,Closed,2.38,False
OPS-102040,2024-12-16,2025-01-06,Dispute Resolution,West,Closed,21.48,False
OPS-101054,2024-12-16,2024-12-16,Account Setup,Southwest,Closed,0.39,False
OPS-101352,2024-12-16,2024-12-17,Documentation Review,Southeast,Closed,1.9,False
OPS-100266,2024-12-16,2024-12-16,Data Correction,West,Closed,0.42,False
OPS-101996,2024-12-16,2024-12-18,Account Setup,Southeast,Closed,2.12,False
OPS-100406,2024-12-16,2024-12-17,Service Request,Southeast,Closed,1.44,False
OPS-101709,2024-12-16,2024-12-20,Data Correction,Southwest,Closed,3.97,False
OPS-100329,2024-12-17,2024-12-20,Service Request,Northeast,Closed,3.76,False
OPS-101092,2024-12-17,2024-12-17,Service Request,Northeast,Closed,0.91,False
OPS-101198,2024-12-17,2024-12-24,Service Request,Midwest,Closed,6.99,False
OPS-100224,2024-12-17,2025-01-04,Renewal Processing,West,Closed,18.47,False
OPS-101646,2024-12-17,2024-12-24,Dispute Resolution,Midwest,Closed,7.88,False
OPS-101797,2024-12-17,,Eligibility Check,Southeast,Open,,False
OPS-101857,2024-12-17,2024-12-21,Renewal Processing,Midwest,Closed,4.89,True
OPS-100614,2024-12-17,2024-12-18,Account Setup,Midwest,Closed,1.46,False
OPS-101683,2024-12-17,2024-12-17,Eligibility Check,Southeast,Closed,0.78,False
OPS-102011,2024-12-17,2024-12-29,Documentation Review,Southwest,Closed,12.46,False
OPS-100047,2024-12-17,2024-12-25,Service Request,Southeast,Closed,8.37,False
OPS-101520,2024-12-18,,Service Request,West,Open,,False
OPS-100170,2024-12-18,2024-12-21,Eligibility Check,Southwest,Closed,3.3,False
OPS-100556,2024-12-18,2024-12-19,Data Correction,Southwest,Closed,1.18,False
OPS-100076,2024-12-18,2024-12-24,Eligibility Check,Southeast,Closed,6.8,True
OPS-101795,2024-12-19,2024-12-19,Account Setup,Southeast,Closed,0.89,False
OPS-100318,2024-12-19,2024-12-21,Eligibility Check,Southeast,Closed,2.13,False
